num_samples,train_loss,train_acc,train_prec,train_recall,f1_train,test_loss,test_acc,test_prec,test_recall,f1_test,epoch
1,3.4392458465703,21.05,0.18862888880968293,0.21050000000000002,0.1876620888588587,4.661471427241458,1.0,0.0001,0.01,0.00019801980198019803,99
